month,customer_id,name,region,currency,plan,seats,mrr_local,signup_month
2024-10,C0056,Customer 0056,emea,EUR,Scale,20,4800,2024-09
2024-10,C0057,Customer 0057,amer,USD,Growth,11,990,2024-01
2024-10,C0059,Customer 0059,emea,EUR,Growth,12,1080,2024-10
2024-10,C0060,Customer 0060,amer,USD,Growth,40,3600,2024-04
2024-10,C0066,Customer 0066,amer,USD,Enterprise,63,37800,2024-09
2024-10,C0068,Customer 0068,amer,USD,Growth,3,270,2024-01
2024-10,C0069,Customer 0069,emea,EUR,Scale,8,1920,2024-09
2024-10,C0073,Customer 0073,emea,GBP,Growth,24,2160,2024-04
2024-10,C0077,Customer 0077,emea,EUR,Scale,61,14640,2024-09
2024-10,C0080,Customer 0080,emea,EUR,Growth,8,720,2024-10
2024-10,C0081,Customer 0081,emea,GBP,Scale,3,720,2024-06
2024-10,C0082,Customer 0082,emea,GBP,Scale,25,6000,2024-08
2024-10,C0089,Customer 0089,emea,GBP,Starter,14,420,2024-05
2024-10,C0091,Customer 0091,amer,USD,Scale,34,8160,2023-08
2024-10,C0092,Customer 0092,amer,USD,Starter,15,450,2024-03
2024-10,C0094,Customer 0094,emea,GBP,Starter,12,360,2023-07
2024-10,C0098,Customer 0098,emea,EUR,Starter,100,3000,2024-08
2024-10,C0099,Customer 0099,amer,USD,Starter,5,150,2023-10
2024-10,C0101,Customer 0101,emea,EUR,Growth,5,450,2024-07
2024-10,C0103,Customer 0103,emea,EUR,Starter,57,1710,2024-02
2024-10,C0105,Customer 0105,amer,USD,Enterprise,5,3000,2024-06
2024-10,C0106,Customer 0106,amer,USD,Starter,31,930,2024-04
2024-10,C0107,Customer 0107,emea,EUR,Scale,100,24000,2024-10
2024-10,C0109,Customer 0109,amer,USD,Starter,8,240,2024-06
2024-10,C0110,Customer 0110,amer,USD,Scale,8,1920,2024-09
2024-10,C0111,Customer 0111,amer,USD,Starter,22,660,2024-04
2024-10,C0113,Customer 0113,emea,EUR,Starter,43,1290,2024-06
2024-10,C0114,Customer 0114,emea,GBP,Starter,60,1800,2024-05
2024-10,C0124,Customer 0124,amer,CAD,Growth,25,2250,2023-12
2024-10,C0128,Customer 0128,emea,EUR,Growth,40,3600,2024-06
2024-10,C0135,Customer 0135,emea,EUR,Starter,9,270,2023-12
2024-10,C0139,Customer 0139,emea,GBP,Starter,8,240,2024-08
2024-10,C0146,Customer 0146,emea,EUR,Starter,100,3000,2024-06
2024-10,C0149,Customer 0149,amer,USD,Scale,12,2880,2024-04
2024-11,C0001,Customer 0001,amer,CAD,Enterprise,7,4200,2024-05
2024-11,C0002,Customer 0002,amer,CAD,Growth,10,900,2024-07
2024-11,C0008,Customer 0008,amer,USD,Growth,101,9090,2023-10
2024-11,C0009,Customer 0009,amer,USD,Starter,59,1770,2024-07
2024-11,C0010,Customer 0010,amer,USD,Starter,8,240,2024-10
2024-11,C0011,Customer 0011,amer,USD,Starter,20,600,2023-12
2024-11,C0014,Customer 0014,amer,USD,Starter,4,120,2023-07
2024-11,C0022,Customer 0022,amer,USD,Enterprise,9,5400,2024-01
2024-11,C0023,Customer 0023,amer,USD,Enterprise,18,10800,2023-07
2024-11,C0024,Customer 0024,amer,USD,Starter,8,240,2024-02
2024-11,C0025,Customer 0025,emea,GBP,Growth,12,1080,2024-05
2024-11,C0030,Customer 0030,emea,GBP,Starter,3,90,2023-11
2024-11,C0034,Customer 0034,amer,USD,Scale,12,2880,2024-09
2024-11,C0035,Customer 0035,amer,USD,Enterprise,41,24600,2024-05
2024-11,C0037,Customer 0037,amer,CAD,Growth,20,1800,2023-12
2024-11,C0038,Customer 0038,emea,GBP,Growth,25,2250,2024-05
2024-11,C0044,Customer 0044,amer,CAD,Starter,48,1440,2023-08
2024-11,C0048,Customer 0048,emea,EUR,Growth,5,450,2024-05
2024-11,C0049,Customer 0049,emea,EUR,Growth,59,5310,2024-01
2024-11,C0050,Customer 0050,amer,USD,Starter,5,150,2024-10
2024-11,C0053,Customer 0053,emea,EUR,Enterprise,3,1800,2024-07
2024-11,C0054,Customer 0054,amer,CAD,Starter,8,240,2024-07
2024-11,C0056,Customer 0056,emea,EUR,Scale,20,4800,2024-09
2024-11,C0057,Customer 0057,amer,USD,Growth,11,990,2024-01
2024-11,C0059,Customer 0059,emea,EUR,Growth,12,1080,2024-10
2024-11,C0060,Customer 0060,amer,USD,Growth,40,3600,2024-04
2024-11,C0066,Customer 0066,amer,USD,Enterprise,63,37800,2024-09
2024-11,C0067,Customer 0067,emea,EUR,Scale,5,1200,2024-11
2024-11,C0068,Customer 0068,amer,USD,Growth,3,270,2024-01
2024-11,C0069,Customer 0069,emea,EUR,Scale,8,1920,2024-09
2024-11,C0073,Customer 0073,emea,GBP,Growth,24,2160,2024-04
2024-11,C0077,Customer 0077,emea,EUR,Scale,61,14640,2024-09
2024-11,C0080,Customer 0080,emea,EUR,Growth,8,720,2024-10
2024-11,C0081,Customer 0081,emea,GBP,Scale,3,720,2024-06
2024-11,C0082,Customer 0082,emea,GBP,Scale,25,6000,2024-08
2024-11,C0089,Customer 0089,emea,GBP,Starter,14,420,2024-05
2024-11,C0091,Customer 0091,amer,USD,Scale,34,8160,2023-08
2024-11,C0092,Customer 0092,amer,USD,Starter,13,390,2024-03
2024-11,C0094,Customer 0094,emea,GBP,Starter,12,360,2023-07
2024-11,C0098,Customer 0098,emea,EUR,Starter,100,3000,2024-08
2024-11,C0099,Customer 0099,amer,USD,Starter,5,150,2023-10
2024-11,C0101,Customer 0101,emea,EUR,Growth,5,450,2024-07
2024-11,C0103,Customer 0103,emea,EUR,Starter,57,1710,2024-02
2024-11,C0105,Customer 0105,amer,USD,Enterprise,5,3000,2024-06
2024-11,C0106,Customer 0106,amer,USD,Starter,31,930,2024-04
2024-11,C0107,Customer 0107,emea,EUR,Scale,100,24000,2024-10
2024-11,C0109,Customer 0109,amer,USD,Starter,8,240,2024-06
2024-11,C0110,Customer 0110,amer,USD,Scale,8,1920,2024-09
2024-11,C0111,Customer 0111,amer,USD,Starter,22,660,2024-04
2024-11,C0113,Customer 0113,emea,EUR,Starter,43,1290,2024-06
2024-11,C0114,Customer 0114,emea,GBP,Starter,60,1800,2024-05
2024-11,C0115,Customer 0115,amer,USD,Growth,3,270,2024-11
2024-11,C0124,Customer 0124,amer,CAD,Growth,25,2250,2023-12
2024-11,C0128,Customer 0128,emea,EUR,Growth,40,3600,2024-06
2024-11,C0131,Customer 0131,emea,EUR,Scale,12,2880,2024-11
2024-11,C0135,Customer 0135,emea,EUR,Starter,12,360,2023-12
2024-11,C0139,Customer 0139,emea,GBP,Starter,8,240,2024-08
2024-11,C0143,Customer 0143,emea,EUR,Growth,12,1080,2024-11
2024-11,C0146,Customer 0146,emea,EUR,Starter,100,3000,2024-06
2024-11,C0149,Customer 0149,amer,USD,Scale,12,2880,2024-04
2024-12,C0001,Customer 0001,amer,CAD,Enterprise,7,4200,2024-05
2024-12,C0002,Customer 0002,amer,CAD,Growth,10,900,2024-07
2024-12,C0008,Customer 0008,amer,USD,Growth,101,9090,2023-10
2024-12,C0009,Customer 0009,amer,USD,Starter,59,1770,2024-07
2024-12,C0010,Customer 0010,amer,USD,Starter,8,240,2024-10
2024-12,C0011,Customer 0011,amer,USD,Starter,20,600,2023-12
2024-12,C0013,Customer 0013,amer,USD,Starter,10,300,2024-12
2024-12,C0014,Customer 0014,amer,USD,Starter,4,120,2023-07
2024-12,C0015,Customer 0015,emea,GBP,Starter,12,360,2024-12
2024-12,C0017,Customer 0017,emea,EUR,Starter,100,3000,2024-12
2024-12,C0018,Customer 0018,amer,CAD,Starter,12,360,2024-12
2024-12,C0022,Customer 0022,amer,USD,Enterprise,9,5400,2024-01
2024-12,C0023,Customer 0023,amer,USD,Enterprise,18,10800,2023-07
2024-12,C0024,Customer 0024,amer,USD,Starter,8,240,2024-02
2024-12,C0025,Customer 0025,emea,GBP,Growth,12,1080,2024-05
2024-12,C0030,Customer 0030,emea,GBP,Starter,3,90,2023-11
2024-12,C0031,Customer 0031,amer,USD,Starter,20,600,2024-12
2024-12,C0034,Customer 0034,amer,USD,Scale,12,2880,2024-09
2024-12,C0035,Customer 0035,amer,USD,Enterprise,41,24600,2024-05
2024-12,C0037,Customer 0037,amer,CAD,Growth,20,1800,2023-12
2024-12,C0038,Customer 0038,emea,GBP,Growth,25,2250,2024-05
2024-12,C0040,Customer 0040,emea,EUR,Growth,8,720,2024-12
2024-12,C0044,Customer 0044,amer,CAD,Starter,48,1440,2023-08
2024-12,C0048,Customer 0048,emea,EUR,Growth,5,450,2024-05
2024-12,C0049,Customer 0049,emea,EUR,Growth,59,5310,2024-01
2024-12,C0050,Customer 0050,amer,USD,Starter,5,150,2024-10
2024-12,C0053,Customer 0053,emea,EUR,Enterprise,5,3000,2024-07
2024-12,C0054,Customer 0054,amer,CAD,Starter,8,240,2024-07
2024-12,C0056,Customer 0056,emea,EUR,Scale,20,4800,2024-09
2024-12,C0057,Customer 0057,amer,USD,Growth,11,990,2024-01
2024-12,C0059,Customer 0059,emea,EUR,Growth,12,1080,2024-10
2024-12,C0060,Customer 0060,amer,USD,Growth,40,3600,2024-04
2024-12,C0063,Customer 0063,amer,USD,Scale,8,1920,2024-12
2024-12,C0066,Customer 0066,amer,USD,Enterprise,63,37800,2024-09
2024-12,C0067,Customer 0067,emea,EUR,Scale,5,1200,2024-11
2024-12,C0068,Customer 0068,amer,USD,Growth,6,540,2024-01
2024-12,C0069,Customer 0069,emea,EUR,Scale,8,1920,2024-09
2024-12,C0070,Customer 0070,amer,USD,Starter,8,240,2024-12
2024-12,C0073,Customer 0073,emea,GBP,Growth,24,2160,2024-04
2024-12,C0077,Customer 0077,emea,EUR,Scale,61,14640,2024-09
2024-12,C0080,Customer 0080,emea,EUR,Growth,8,720,2024-10
2024-12,C0081,Customer 0081,emea,GBP,Scale,6,1440,2024-06
2024-12,C0082,Customer 0082,emea,GBP,Scale,25,6000,2024-08
2024-12,C0086,Customer 0086,emea,EUR,Starter,5,150,2024-12
2024-12,C0089,Customer 0089,emea,GBP,Starter,14,420,2024-05
2024-12,C0091,Customer 0091,amer,USD,Scale,32,7680,2023-08
2024-12,C0092,Customer 0092,amer,USD,Starter,13,390,2024-03
2024-12,C0094,Customer 0094,emea,GBP,Starter,12,360,2023-07
2024-12,C0098,Customer 0098,emea,EUR,Starter,100,3000,2024-08
2024-12,C0099,Customer 0099,amer,USD,Starter,5,150,2023-10
2024-12,C0101,Customer 0101,emea,EUR,Growth,5,450,2024-07
2024-12,C0103,Customer 0103,emea,EUR,Starter,57,1710,2024-02
2024-12,C0105,Customer 0105,amer,USD,Enterprise,3,1800,2024-06
2024-12,C0106,Customer 0106,amer,USD,Starter,31,930,2024-04
2024-12,C0107,Customer 0107,emea,EUR,Scale,100,24000,2024-10
2024-12,C0109,Customer 0109,amer,USD,Starter,8,240,2024-06
2024-12,C0110,Customer 0110,amer,USD,Scale,8,1920,2024-09
2024-12,C0111,Customer 0111,amer,USD,Starter,22,660,2024-04
2024-12,C0113,Customer 0113,emea,EUR,Starter,43,1290,2024-06
2024-12,C0114,Customer 0114,emea,GBP,Starter,60,1800,2024-05
2024-12,C0115,Customer 0115,amer,USD,Growth,3,270,2024-11
2024-12,C0124,Customer 0124,amer,CAD,Growth,25,2250,2023-12
2024-12,C0128,Customer 0128,emea,EUR,Growth,40,3600,2024-06
2024-12,C0131,Customer 0131,emea,EUR,Scale,10,2400,2024-11
2024-12,C0135,Customer 0135,emea,EUR,Starter,14,420,2023-12
2024-12,C0139,Customer 0139,emea,GBP,Starter,8,240,2024-08
2024-12,C0140,Customer 0140,amer,CAD,Starter,10,300,2024-12
2024-12,C0143,Customer 0143,emea,EUR,Growth,12,1080,2024-11
2024-12,C0146,Customer 0146,emea,EUR,Starter,100,3000,2024-06
2024-12,C0149,Customer 0149,amer,USD,Scale,11,2640,2024-04
2025-01,C0001,Customer 0001,amer,CAD,Enterprise,7,4200,2024-05
2025-01,C0008,Customer 0008,amer,USD,Growth,101,9090,2023-10
2025-01,C0009,Customer 0009,amer,USD,Starter,59,1770,2024-07
2025-01,C0010,Customer 0010,amer,USD,Starter,8,240,2024-10
2025-01,C0011,Customer 0011,amer,USD,Starter,20,600,2023-12
2025-01,C0013,Customer 0013,amer,USD,Starter,10,300,2024-12
2025-01,C0014,Customer 0014,amer,USD,Starter,4,120,2023-07
2025-01,C0015,Customer 0015,emea,GBP,Starter,15,450,2024-12
2025-01,C0017,Customer 0017,emea,EUR,Starter,100,3000,2024-12
2025-01,C0018,Customer 0018,amer,CAD,Starter,12,360,2024-12
2025-01,C0022,Customer 0022,amer,USD,Enterprise,9,5400,2024-01
2025-01,C0023,Customer 0023,amer,USD,Enterprise,18,10800,2023-07
2025-01,C0024,Customer 0024,amer,USD,Starter,8,240,2024-02
2025-01,C0025,Customer 0025,emea,GBP,Growth,12,1080,2024-05
2025-01,C0030,Customer 0030,emea,GBP,Starter,3,90,2023-11
2025-01,C0031,Customer 0031,amer,USD,Starter,20,600,2024-12
2025-01,C0034,Customer 0034,amer,USD,Scale,12,2880,2024-09
2025-01,C0035,Customer 0035,amer,USD,Enterprise,41,24600,2024-05
2025-01,C0037,Customer 0037,amer,CAD,Growth,20,1800,2023-12
2025-01,C0038,Customer 0038,emea,GBP,Growth,25,2250,2024-05
2025-01,C0039,Customer 0039,emea,EUR,Starter,40,1200,2025-01
2025-01,C0040,Customer 0040,emea,EUR,Growth,8,720,2024-12
2025-01,C0044,Customer 0044,amer,CAD,Starter,48,1440,2023-08
2025-01,C0048,Customer 0048,emea,EUR,Growth,5,450,2024-05
2025-01,C0049,Customer 0049,emea,EUR,Growth,59,5310,2024-01
2025-01,C0050,Customer 0050,amer,USD,Starter,5,150,2024-10
2025-01,C0053,Customer 0053,emea,EUR,Enterprise,5,3000,2024-07
2025-01,C0054,Customer 0054,amer,CAD,Starter,8,240,2024-07
2025-01,C0056,Customer 0056,emea,EUR,Scale,20,4800,2024-09
2025-01,C0057,Customer 0057,amer,USD,Growth,11,990,2024-01
2025-01,C0059,Customer 0059,emea,EUR,Growth,12,1080,2024-10
2025-01,C0060,Customer 0060,amer,USD,Growth,45,4050,2024-04
2025-01,C0063,Customer 0063,amer,USD,Scale,8,1920,2024-12
2025-01,C0066,Customer 0066,amer,USD,Enterprise,63,37800,2024-09
2025-01,C0067,Customer 0067,emea,EUR,Scale,5,1200,2024-11
2025-01,C0068,Customer 0068,amer,USD,Growth,6,540,2024-01
2025-01,C0069,Customer 0069,emea,EUR,Scale,8,1920,2024-09
2025-01,C0070,Customer 0070,amer,USD,Starter,8,240,2024-12
2025-01,C0073,Customer 0073,emea,GBP,Scale,25,6000,2024-04
2025-01,C0077,Customer 0077,emea,EUR,Scale,61,14640,2024-09
2025-01,C0080,Customer 0080,emea,EUR,Growth,8,720,2024-10
2025-01,C0081,Customer 0081,emea,GBP,Scale,6,1440,2024-06
2025-01,C0082,Customer 0082,emea,GBP,Scale,25,6000,2024-08
2025-01,C0083,Customer 0083,amer,USD,Growth,10,900,2025-01
2025-01,C0086,Customer 0086,emea,EUR,Starter,5,150,2024-12
2025-01,C0089,Customer 0089,emea,GBP,Starter,14,420,2024-05
2025-01,C0091,Customer 0091,amer,USD,Scale,32,7680,2023-08
2025-01,C0092,Customer 0092,amer,USD,Starter,13,390,2024-03
2025-01,C0094,Customer 0094,emea,GBP,Starter,17,510,2023-07
2025-01,C0098,Customer 0098,emea,EUR,Starter,100,3000,2024-08
2025-01,C0099,Customer 0099,amer,USD,Starter,5,150,2023-10
2025-01,C0101,Customer 0101,emea,EUR,Growth,5,450,2024-07
2025-01,C0103,Customer 0103,emea,EUR,Starter,57,1710,2024-02
2025-01,C0104,Customer 0104,amer,CAD,Starter,5,150,2025-01
2025-01,C0105,Customer 0105,amer,USD,Enterprise,8,4800,2024-06
2025-01,C0106,Customer 0106,amer,USD,Starter,31,930,2024-04
2025-01,C0107,Customer 0107,emea,EUR,Scale,100,24000,2024-10
2025-01,C0109,Customer 0109,amer,USD,Starter,8,240,2024-06
2025-01,C0110,Customer 0110,amer,USD,Scale,5,1200,2024-09
2025-01,C0111,Customer 0111,amer,USD,Starter,22,660,2024-04
2025-01,C0113,Customer 0113,emea,EUR,Starter,43,1290,2024-06
2025-01,C0114,Customer 0114,emea,GBP,Growth,61,5490,2024-05
2025-01,C0115,Customer 0115,amer,USD,Growth,3,270,2024-11
2025-01,C0124,Customer 0124,amer,CAD,Scale,27,6480,2023-12
2025-01,C0128,Customer 0128,emea,EUR,Growth,37,3330,2024-06
2025-01,C0131,Customer 0131,emea,EUR,Scale,10,2400,2024-11
2025-01,C0135,Customer 0135,emea,EUR,Starter,14,420,2023-12
2025-01,C0139,Customer 0139,emea,GBP,Starter,8,240,2024-08
2025-01,C0140,Customer 0140,amer,CAD,Starter,10,300,2024-12
2025-01,C0143,Customer 0143,emea,EUR,Growth,12,1080,2024-11
2025-01,C0146,Customer 0146,emea,EUR,Starter,100,3000,2024-06
2025-01,C0149,Customer 0149,amer,USD,Scale,11,2640,2024-04
2025-02,C0001,Customer 0001,amer,CAD,Enterprise,7,4200,2024-05
2025-02,C0003,Customer 0003,emea,EUR,Growth,12,1080,2025-02
2025-02,C0008,Customer 0008,amer,USD,Growth,101,9090,2023-10
2025-02,C0009,Customer 0009,amer,USD,Starter,64,1920,2024-07
2025-02,C0010,Customer 0010,amer,USD,Starter,8,240,2024-10
2025-02,C0011,Customer 0011,amer,USD,Starter,20,600,2023-12
2025-02,C0013,Customer 0013,amer,USD,Starter,10,300,2024-12
2025-02,C0014,Customer 0014,amer,USD,Starter,4,120,2023-07
2025-02,C0015,Customer 0015,emea,GBP,Starter,15,450,2024-12
2025-02,C0016,Customer 0016,emea,EUR,Starter,3,90,2025-02
2025-02,C0017,Customer 0017,emea,EUR,Starter,100,3000,2024-12
2025-02,C0018,Customer 0018,amer,CAD,Starter,12,360,2024-12
2025-02,C0022,Customer 0022,amer,USD,Enterprise,10,6000,2024-01
2025-02,C0023,Customer 0023,amer,USD,Enterprise,18,10800,2023-07
2025-02,C0024,Customer 0024,amer,USD,Starter,8,240,2024-02
2025-02,C0025,Customer 0025,emea,GBP,Growth,12,1080,2024-05
2025-02,C0030,Customer 0030,emea,GBP,Starter,3,90,2023-11
2025-02,C0031,Customer 0031,amer,USD,Starter,20,600,2024-12
2025-02,C0034,Customer 0034,amer,USD,Scale,12,2880,2024-09
2025-02,C0035,Customer 0035,amer,USD,Enterprise,41,24600,2024-05
2025-02,C0037,Customer 0037,amer,CAD,Growth,20,1800,2023-12
2025-02,C0038,Customer 0038,emea,GBP,Growth,25,2250,2024-05
2025-02,C0039,Customer 0039,emea,EUR,Starter,40,1200,2025-01
2025-02,C0040,Customer 0040,emea,EUR,Growth,8,720,2024-12
2025-02,C0044,Customer 0044,amer,CAD,Starter,48,1440,2023-08
2025-02,C0045,Customer 0045,amer,USD,Scale,20,4800,2025-02
2025-02,C0048,Customer 0048,emea,EUR,Growth,5,450,2024-05
2025-02,C0049,Customer 0049,emea,EUR,Growth,59,5310,2024-01
2025-02,C0050,Customer 0050,amer,USD,Starter,5,150,2024-10
2025-02,C0051,Customer 0051,amer,USD,Growth,20,1800,2025-02
2025-02,C0052,Customer 0052,emea,EUR,Growth,8,720,2025-02
2025-02,C0053,Customer 0053,emea,EUR,Enterprise,5,3000,2024-07
2025-02,C0054,Customer 0054,amer,CAD,Starter,6,180,2024-07
2025-02,C0056,Customer 0056,emea,EUR,Scale,20,4800,2024-09
2025-02,C0057,Customer 0057,amer,USD,Growth,11,990,2024-01
2025-02,C0059,Customer 0059,emea,EUR,Growth,12,1080,2024-10
2025-02,C0060,Customer 0060,amer,USD,Growth,45,4050,2024-04
2025-02,C0063,Customer 0063,amer,USD,Scale,8,1920,2024-12
2025-02,C0066,Customer 0066,amer,USD,Enterprise,63,37800,2024-09
2025-02,C0067,Customer 0067,emea,EUR,Scale,5,1200,2024-11
2025-02,C0068,Customer 0068,amer,USD,Growth,6,540,2024-01
2025-02,C0069,Customer 0069,emea,EUR,Scale,8,1920,2024-09
2025-02,C0070,Customer 0070,amer,USD,Starter,8,240,2024-12
2025-02,C0072,Customer 0072,amer,CAD,Starter,40,1200,2025-02
2025-02,C0073,Customer 0073,emea,GBP,Scale,25,6000,2024-04
2025-02,C0077,Customer 0077,emea,EUR,Scale,61,14640,2024-09
2025-02,C0079,Customer 0079,emea,EUR,Starter,20,600,2025-02
2025-02,C0080,Customer 0080,emea,EUR,Growth,8,720,2024-10
2025-02,C0082,Customer 0082,emea,GBP,Scale,25,6000,2024-08
2025-02,C0083,Customer 0083,amer,USD,Growth,10,900,2025-01
2025-02,C0086,Customer 0086,emea,EUR,Starter,5,150,2024-12
2025-02,C0089,Customer 0089,emea,GBP,Starter,14,420,2024-05
2025-02,C0091,Customer 0091,amer,USD,Scale,32,7680,2023-08
2025-02,C0092,Customer 0092,amer,USD,Starter,13,390,2024-03
2025-02,C0094,Customer 0094,emea,GBP,Starter,20,600,2023-07
2025-02,C0098,Customer 0098,emea,EUR,Starter,100,3000,2024-08
2025-02,C0099,Customer 0099,amer,USD,Starter,5,150,2023-10
2025-02,C0101,Customer 0101,emea,EUR,Growth,5,450,2024-07
2025-02,C0103,Customer 0103,emea,EUR,Starter,57,1710,2024-02
2025-02,C0104,Customer 0104,amer,CAD,Starter,5,150,2025-01
2025-02,C0105,Customer 0105,amer,USD,Enterprise,8,4800,2024-06
2025-02,C0106,Customer 0106,amer,USD,Starter,31,930,2024-04
2025-02,C0107,Customer 0107,emea,EUR,Scale,100,24000,2024-10
2025-02,C0109,Customer 0109,amer,USD,Starter,8,240,2024-06
2025-02,C0110,Customer 0110,amer,USD,Scale,5,1200,2024-09
2025-02,C0111,Customer 0111,amer,USD,Starter,22,660,2024-04
2025-02,C0113,Customer 0113,emea,EUR,Starter,40,1200,2024-06
2025-02,C0114,Customer 0114,emea,GBP,Growth,61,5490,2024-05
2025-02,C0115,Customer 0115,amer,USD,Growth,4,360,2024-11
2025-02,C0123,Customer 0123,amer,USD,Starter,10,300,2025-02
2025-02,C0128,Customer 0128,emea,EUR,Growth,37,3330,2024-06
2025-02,C0131,Customer 0131,emea,EUR,Scale,10,2400,2024-11
2025-02,C0135,Customer 0135,emea,EUR,Starter,14,420,2023-12
2025-02,C0139,Customer 0139,emea,GBP,Starter,8,240,2024-08
2025-02,C0140,Customer 0140,amer,CAD,Starter,10,300,2024-12
2025-02,C0141,Customer 0141,amer,USD,Starter,12,360,2025-02
2025-02,C0143,Customer 0143,emea,EUR,Growth,12,1080,2024-11
2025-02,C0146,Customer 0146,emea,EUR,Starter,100,3000,2024-06
2025-02,C0149,Customer 0149,amer,USD,Scale,11,2640,2024-04
2025-03,C0001,Customer 0001,amer,CAD,Enterprise,5,3000,2024-05
2025-03,C0003,Customer 0003,emea,EUR,Growth,12,1080,2025-02
2025-03,C0004,Customer 0004,emea,EUR,Scale,20,4800,2025-03
2025-03,C0008,Customer 0008,amer,USD,Growth,101,9090,2023-10
2025-03,C0009,Customer 0009,amer,USD,Starter,64,1920,2024-07
2025-03,C0010,Customer 0010,amer,USD,Starter,8,240,2024-10
2025-03,C0011,Customer 0011,amer,USD,Starter,20,600,2023-12
2025-03,C0013,Customer 0013,amer,USD,Starter,10,300,2024-12
2025-03,C0014,Customer 0014,amer,USD,Starter,4,120,2023-07
2025-03,C0015,Customer 0015,emea,GBP,Starter,14,420,2024-12
2025-03,C0016,Customer 0016,emea,EUR,Starter,3,90,2025-02
2025-03,C0017,Customer 0017,emea,EUR,Growth,102,9180,2024-12
2025-03,C0018,Customer 0018,amer,CAD,Starter,12,360,2024-12
2025-03,C0022,Customer 0022,amer,USD,Enterprise,10,6000,2024-01
2025-03,C0023,Customer 0023,amer,USD,Enterprise,18,10800,2023-07
2025-03,C0024,Customer 0024,amer,USD,Starter,8,240,2024-02
2025-03,C0025,Customer 0025,emea,GBP,Growth,12,1080,2024-05
2025-03,C0028,Customer 0028,emea,EUR,Growth,3,270,2025-03
2025-03,C0030,Customer 0030,emea,GBP,Starter,3,90,2023-11
2025-03,C0031,Customer 0031,amer,USD,Starter,20,600,2024-12
2025-03,C0034,Customer 0034,amer,USD,Scale,12,2880,2024-09
2025-03,C0035,Customer 0035,amer,USD,Enterprise,41,24600,2024-05
2025-03,C0037,Customer 0037,amer,CAD,Growth,20,1800,2023-12
2025-03,C0038,Customer 0038,emea,GBP,Growth,25,2250,2024-05
2025-03,C0039,Customer 0039,emea,EUR,Starter,40,1200,2025-01
2025-03,C0040,Customer 0040,emea,EUR,Growth,6,540,2024-12
2025-03,C0045,Customer 0045,amer,USD,Scale,20,4800,2025-02
2025-03,C0048,Customer 0048,emea,EUR,Growth,3,270,2024-05
2025-03,C0049,Customer 0049,emea,EUR,Growth,59,5310,2024-01
2025-03,C0050,Customer 0050,amer,USD,Starter,4,120,2024-10
2025-03,C0051,Customer 0051,amer,USD,Growth,20,1800,2025-02
2025-03,C0052,Customer 0052,emea,EUR,Growth,8,720,2025-02
2025-03,C0053,Customer 0053,emea,EUR,Enterprise,5,3000,2024-07
2025-03,C0054,Customer 0054,amer,CAD,Starter,6,180,2024-07
2025-03,C0056,Customer 0056,emea,EUR,Scale,20,4800,2024-09
2025-03,C0057,Customer 0057,amer,USD,Growth,11,990,2024-01
2025-03,C0059,Customer 0059,emea,EUR,Growth,12,1080,2024-10
2025-03,C0060,Customer 0060,amer,USD,Growth,45,4050,2024-04
2025-03,C0063,Customer 0063,amer,USD,Scale,8,1920,2024-12
2025-03,C0066,Customer 0066,amer,USD,Enterprise,63,37800,2024-09
2025-03,C0067,Customer 0067,emea,EUR,Scale,5,1200,2024-11
2025-03,C0068,Customer 0068,amer,USD,Growth,6,540,2024-01
2025-03,C0069,Customer 0069,emea,EUR,Scale,8,1920,2024-09
2025-03,C0070,Customer 0070,amer,USD,Starter,8,240,2024-12
2025-03,C0072,Customer 0072,amer,CAD,Starter,40,1200,2025-02
2025-03,C0073,Customer 0073,emea,GBP,Scale,25,6000,2024-04
2025-03,C0077,Customer 0077,emea,EUR,Scale,61,14640,2024-09
2025-03,C0079,Customer 0079,emea,EUR,Starter,20,600,2025-02
2025-03,C0080,Customer 0080,emea,EUR,Growth,11,990,2024-10
2025-03,C0082,Customer 0082,emea,GBP,Scale,25,6000,2024-08
2025-03,C0083,Customer 0083,amer,USD,Growth,10,900,2025-01
2025-03,C0086,Customer 0086,emea,EUR,Starter,4,120,2024-12
2025-03,C0089,Customer 0089,emea,GBP,Starter,14,420,2024-05
2025-03,C0091,Customer 0091,amer,USD,Enterprise,33,19800,2023-08
2025-03,C0092,Customer 0092,amer,USD,Starter,13,390,2024-03
2025-03,C0094,Customer 0094,emea,GBP,Starter,20,600,2023-07
2025-03,C0097,Customer 0097,emea,GBP,Enterprise,60,36000,2025-03
2025-03,C0098,Customer 0098,emea,EUR,Starter,100,3000,2024-08
2025-03,C0099,Customer 0099,amer,USD,Starter,5,150,2023-10
2025-03,C0101,Customer 0101,emea,EUR,Growth,5,450,2024-07
2025-03,C0103,Customer 0103,emea,EUR,Starter,57,1710,2024-02
2025-03,C0104,Customer 0104,amer,CAD,Starter,5,150,2025-01
2025-03,C0105,Customer 0105,amer,USD,Enterprise,8,4800,2024-06
2025-03,C0106,Customer 0106,amer,USD,Starter,31,930,2024-04
2025-03,C0107,Customer 0107,emea,EUR,Scale,101,24240,2024-10
2025-03,C0109,Customer 0109,amer,USD,Starter,8,240,2024-06
2025-03,C0110,Customer 0110,amer,USD,Scale,5,1200,2024-09
2025-03,C0111,Customer 0111,amer,USD,Starter,24,720,2024-04
2025-03,C0113,Customer 0113,emea,EUR,Growth,43,3870,2024-06
